100.0,23.6
100.0,23.5
100.0,23.5
100.0,23.5
100.0,23.5
100.0,23.5
100.0,23.5
100.0,23.5
100.0,23.5
100.0,23.4
100.0,23.5
100.0,23.5
100.0,23.5
100.0,23.5
100.0,23.5
100.0,23.5
100.0,23.6
100.0,23.6
100.0,23.6
100.0,23.6
100.0,23.6
100.0,23.6
100.0,23.6
100.0,23.6
100.0,23.6
100.0,23.6
38.22,23.7
100.0,23.8
100.0,23.8
100.0,23.8
100.0,23.8
100.0,23.9
100.0,23.9
100.0,23.9
100.0,23.9
100.0,23.9
100.0,23.9
100.0,23.9
100.0,24.1
100.0,24.0
100.0,24.1
100.0,24.1
100.0,24.2
100.0,24.2
100.0,24.2
100.0,24.2
100.0,24.2
100.0,24.3
100.0,24.2
100.0,24.2
100.0,24.3
100.0,24.3
100.0,24.2
100.0,24.3
56.99,24.3
61.29,24.3
59.43,24.3
56.99,24.3
56.99,24.3
57.77,24.3
24.83,24.4
75.76,24.3
74.88,24.4
100.0,24.4
100.0,24.4
100.0,24.4
100.0,24.3
100.0,24.3
100.0,24.4
100.0,24.3
100.0,24.3
44.48,24.4
100.0,24.4
100.0,24.3
100.0,24.4
100.0,24.4
100.0,24.4
100.0,24.4
100.0,24.4
100.0,24.3
100.0,24.4
100.0,24.4
100.0,24.3
100.0,24.3
100.0,24.3
100.0,24.3
100.0,24.4
100.0,24.3
100.0,24.3
100.0,24.3
100.0,24.3
100.0,24.3
100.0,24.3
100.0,24.3
100.0,26.4
100.0,28.2
100.0,24.3
100.0,30.8
100.0,30.2
100.0,29.3
100.0,24.3
100.0,24.3
100.0,24.3
100.0,24.3
100.0,24.3
100.0,24.3
100.0,25.9
100.0,24.3
100.0,24.3
100.0,24.3
100.0,24.7
100.0,24.3
100.0,24.3
100.0,24.2
100.0,24.3
100.0,24.3
100.0,24.3
100.0,23.8
100.0,23.7
100.0,23.6
100.0,23.5
100.0,23.4
100.0,23.2
100.0,23.2
100.0,22.7
100.0,23.2
100.0,22.6
100.0,23.2
100.0,23.2
100.0,23.2
100.0,23.2
100.0,23.1
100.0,23.1
100.0,23.2
100.0,23.1
100.0,23.2
100.0,23.2
100.0,23.0
100.0,23.2
100.0,23.2
100.0,23.0
100.0,23.0
100.0,23.2
100.0,23.0
100.0,22.9
100.0,23.2
100.0,22.9
100.0,23.2
100.0,22.9
100.0,23.2
100.0,23.2
100.0,22.9
100.0,22.9
100.0,23.2
100.0,23.2
100.0,22.8
100.0,22.8
28.05,23.9
28.45,23.5
28.45,23.4
30.01,23.4
30.11,23.4
30.21,23.3
26.98,23.2
26.3,23.2
26.1,23.2
26.3,23.1
26.2,23.1
26.3,23.1
26.2,23.0
26.2,23.0
26.1,22.9
25.9,22.9
25.81,22.8
25.71,22.8
25.42,22.8
25.32,22.7
25.32,22.7
25.32,22.7
25.42,22.7
24.93,22.7
24.93,22.7
24.93,22.7
24.93,22.6
24.93,22.6
24.93,22.6
24.93,22.6
25.22,22.6
24.93,22.6
24.93,22.5
24.93,22.5
24.93,22.5
24.93,22.5
24.93,22.5
24.93,22.5
24.93,22.5
24.93,22.5
24.93,22.5
24.93,22.4
24.93,22.5
24.93,22.5
24.93,22.5
24.93,22.5
24.93,22.5
24.93,22.5
24.93,22.4
24.93,22.4
24.93,22.5
24.63,22.4
24.93,22.5
24.93,22.4
24.93,22.4
25.32,22.4
25.42,22.4
25.42,22.4
25.32,22.4
25.42,22.4
24.93,22.4
25.51,22.4
25.42,22.4
25.42,22.4
25.51,22.4
25.12,22.4
25.51,22.4
25.61,22.4
25.51,22.4
25.51,22.4
25.51,22.4
25.51,22.5
25.61,22.5
25.71,22.5
25.71,22.5
25.71,22.5
25.81,22.5
25.9,22.5
25.9,22.5
25.9,22.5
26.0,22.5
26.0,22.5
26.0,22.5
25.9,22.5
25.9,22.6
26.0,22.6
26.1,22.6
26.1,22.6
25.81,22.6
26.2,22.6
26.2,22.6
26.3,22.6
26.3,22.5
26.2,22.5
26.3,22.6
26.39,22.6
26.49,22.6
26.49,22.6
26.49,22.6
26.49,22.6
26.49,22.6
26.49,22.6
26.49,22.6
26.49,22.5
26.49,22.5
26.49,22.6
26.49,22.6
26.69,22.6
26.69,22.6
26.69,22.6
26.69,22.6
26.49,22.6
26.49,22.6
26.49,22.6
26.49,22.6
26.49,22.6
26.49,22.6
26.49,22.6
26.49,22.6
26.59,22.6
26.69,22.6
26.69,22.6
26.69,22.6
26.69,22.6
26.59,22.6
26.69,22.6
26.78,22.6
26.69,22.6
26.49,22.6
26.69,22.6
26.98,22.6
26.78,22.6
26.88,22.6
26.88,22.6
26.88,22.7
26.88,22.7
26.88,22.7
26.98,22.7
26.88,22.7
26.98,22.7
26.98,22.7
26.98,22.7
27.17,22.7
27.17,22.7
27.08,22.7
27.17,22.7
27.17,22.7
27.27,22.8
27.17,22.8
27.27,22.8
27.37,22.7
27.27,22.7
27.37,22.7
27.47,22.8
27.57,22.8
27.57,22.7
27.47,22.7
27.66,22.8
27.66,22.8
27.66,22.8
27.66,22.8
27.76,22.7
27.76,22.8
27.66,22.8
27.76,22.7
27.76,22.7
27.76,22.8
27.86,22.8
27.76,22.8
27.76,22.7
27.76,22.7
27.37,22.7
27.86,22.7
27.86,22.7
27.86,22.7
27.96,22.8
27.96,22.7
28.05,22.7
27.96,22.7
28.05,22.7
28.05,22.7
28.05,22.7
28.25,22.8
28.05,22.8
28.15,22.8
28.25,22.8
28.25,22.8
28.25,22.8
28.25,22.8
28.25,22.8
28.25,22.8
28.25,22.8
28.25,22.8
28.25,22.8
28.35,22.8
28.25,22.9
28.25,22.9
28.25,22.9
28.35,22.9
28.35,22.9
28.25,22.9
28.35,22.9
28.35,23.0
28.35,22.9
28.35,22.9
28.25,22.9
28.35,23.0
28.35,23.0
28.35,23.0
28.35,23.0
28.45,23.0
28.45,23.0
28.45,23.0
28.45,23.0
28.45,23.0
28.45,23.0
28.45,23.0
28.54,23.0
28.35,23.0
28.45,23.0
28.45,23.0
28.45,23.0
28.45,23.0
28.45,23.0
28.54,23.0
28.35,23.0
28.45,23.0
28.45,23.0
28.45,23.0
28.45,23.0
28.45,23.0
28.64,23.0
28.54,23.0
28.45,23.0
28.45,23.0
28.45,23.0
28.54,23.0
28.45,23.0
28.45,23.0
28.54,23.0
28.45,23.0
28.54,23.0
28.45,23.0
28.45,23.0
28.54,23.0
28.45,23.0
28.64,23.0
28.64,23.0
28.45,23.0
28.64,23.0
28.54,23.0
28.54,23.0
28.64,23.0
28.64,23.0
28.64,23.0
28.64,23.0
28.74,23.0
28.64,23.0
28.64,23.0
28.64,23.0
28.64,23.0
28.74,22.9
28.74,22.9
28.64,23.0
28.74,23.0
28.64,23.0
28.84,23.0
28.74,23.0
28.64,23.0
28.74,23.0
28.64,23.0
28.74,23.0
28.64,23.0
28.74,23.0
28.64,23.0
28.64,23.0
28.74,23.0
28.64,23.0
28.74,23.0
28.84,23.0
28.74,23.0
28.84,23.1
28.84,23.1
28.84,23.1
28.84,23.1
28.84,23.1
28.84,23.1
28.84,23.1
28.93,23.1
29.03,23.1
28.93,23.1
28.93,23.1
28.93,23.1
29.03,23.2
29.03,23.1
29.03,23.2
29.03,23.2
29.03,23.1
29.13,23.1
29.13,23.1
29.03,23.1
29.13,23.1
29.13,23.1
29.13,23.1
29.13,23.1
28.64,23.2
29.13,23.2
29.42,23.1
29.23,23.1
29.23,23.2
29.23,23.1
